chrom,geneA,geneB,gidA,gidB,tssA,tssB,dist,bclassA,bclassB,gtypeA,gtypeB,pairclass,dist_tier,bdp_id,in_caco2_505
chr11,PCSK7,RNF214,ENSG00000160613.13,ENSG00000167257.11,117232525,117232625,100,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PCSK7_RNF214,True
chr11,RPS25,TRAPPC4,ENSG00000118181.11,ENSG00000196655.12,119018691,119018763,72,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RPS25_TRAPPC4,True
chr11,PUS3,DDX25,ENSG00000110060.9,ENSG00000109832.14,125903221,125903348,127,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PUS3_DDX25,False
chr11,RPUSD4,FAM118B,ENSG00000165526.9,ENSG00000197798.9,126211692,126211724,32,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RPUSD4_FAM118B,True
chr11,THYN1,ACAD8,ENSG00000151500.15,ENSG00000151498.11,134253370,134253495,125,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,THYN1_ACAD8,True
chr12,RAD52,ERC1,ENSG00000002016.18,ENSG00000082805.20,990053,990509,456,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RAD52_ERC1,True
chr12,FOXM1,TULP3,ENSG00000111206.12,ENSG00000078246.17,2877155,2877223,68,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FOXM1_TULP3,True
chr12,C12orf4,RAD51AP1,ENSG00000047621.12,ENSG00000111247.14,4538508,4538798,290,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,C12orf4_RAD51AP1,True
chr12,AKAP3,NDUFA9,ENSG00000111254.8,ENSG00000139180.11,4649051,4649095,44,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AKAP3_NDUFA9,False
chr12,CDCA3,USP5,ENSG00000111665.11,ENSG00000111667.13,6852066,6852128,62,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CDCA3_USP5,True
chr12,PHB2,EMG1,ENSG00000215021.9,ENSG00000126749.16,6970753,6970913,160,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PHB2_EMG1,True
chr12,RBP5,CLSTN3,ENSG00000139194.8,ENSG00000139182.15,7128889,7129698,809,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RBP5_CLSTN3,False
chr12,M6PR,KLRG1,ENSG00000003056.8,ENSG00000139187.10,8949761,8950044,283,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,M6PR_KLRG1,False
chr12,WBP11,C12orf60,ENSG00000084463.8,ENSG00000182993.5,14803486,14803666,180,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WBP11_C12orf60,False
chr12,EPS8,STRAP,ENSG00000151491.14,ENSG00000023734.11,15882329,15882387,58,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EPS8_STRAP,True
chr12,PLCZ1,CAPZA3,ENSG00000139151.16,ENSG00000177938.5,18738100,18738119,19,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PLCZ1_CAPZA3,False
chr12,RECQL,GOLT1B,ENSG00000004700.16,ENSG00000111711.10,21501669,21501781,112,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RECQL_GOLT1B,True
chr12,CASC1,ETFRF1,ENSG00000118307.19,ENSG00000205707.10,25195162,25195216,54,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CASC1_ETFRF1,False
chr12,INTS13,FGFR1OP2,ENSG00000064102.15,ENSG00000111790.14,26938326,26938470,144,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,INTS13_FGFR1OP2,True
chr12,YAF2,PPHLN1,ENSG00000015153.14,ENSG00000134283.18,42238349,42238447,98,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,YAF2_PPHLN1,True
chr12,PUS7L,IRAK4,ENSG00000129317.14,ENSG00000198001.13,43758817,43758944,127,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PUS7L_IRAK4,True
chr12,MCRS1,PRPF40B,ENSG00000187778.14,ENSG00000110844.13,49568145,49568218,73,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MCRS1_PRPF40B,True
chr12,MAP3K12,TARBP2,ENSG00000139625.13,ENSG00000139546.11,53500063,53500921,858,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MAP3K12_TARBP2,True
chr12,CBX5,HNRNPA1,ENSG00000094916.16,ENSG00000135486.17,54280133,54280193,60,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CBX5_HNRNPA1,True
chr12,NFE2,COPZ1,ENSG00000123405.14,ENSG00000111481.10,54301015,54301202,187,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NFE2_COPZ1,False
chr12,SARNP,ORMDL2,ENSG00000205323.9,ENSG00000123353.10,55817724,55818041,317,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SARNP_ORMDL2,False
chr12,PMEL,RAB5B,ENSG00000185664.14,ENSG00000111540.16,55973317,55973913,596,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PMEL_RAB5B,False
chr12,RNF41,NABP2,ENSG00000181852.18,ENSG00000139579.13,56221933,56222015,82,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RNF41_NABP2,True
chr12,PAN2,IL23A,ENSG00000135473.15,ENSG00000110944.9,56334053,56334174,121,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PAN2_IL23A,False
chr12,NEMP1,NAB2,ENSG00000166881.10,ENSG00000166886.13,57088063,57089043,980,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NEMP1_NAB2,True
chr12,AC022506.1,MBD6,ENSG00000285133.1,ENSG00000166987.15,57520480,57520710,230,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AC022506.1_MBD6,False
chr12,METTL1,AC025165.3,ENSG00000037897.17,ENSG00000257921.6,57772119,57772660,541,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,METTL1_AC025165.3,False
chr12,CAPS2,GLIPR1L2,ENSG00000180881.19,ENSG00000180481.11,75390928,75391089,161,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CAPS2_GLIPR1L2,False
chr12,TSPAN19,LRRIQ1,ENSG00000231738.11,ENSG00000133640.20,85036277,85036314,37,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TSPAN19_LRRIQ1,False
chr12,CEP290,TMTC3,ENSG00000198707.16,ENSG00000139324.12,88142088,88142296,208,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CEP290_TMTC3,True
chr12,FGD6,VEZT,ENSG00000180263.14,ENSG00000028203.18,95217482,95217746,264,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FGD6_VEZT,True
chr12,CCDC38,AMDHD1,ENSG00000165972.13,ENSG00000139344.8,95942635,95943331,696,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CCDC38_AMDHD1,False
chr12,IKBIP,APAF1,ENSG00000166130.15,ENSG00000120868.13,98645113,98645141,28,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,IKBIP_APAF1,True
chr12,DEPDC4,SCYL2,ENSG00000166153.16,ENSG00000136021.19,100267079,100267140,61,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DEPDC4_SCYL2,False
chr12,NUP37,PARPBP,ENSG00000075188.9,ENSG00000185480.11,102120120,102120185,65,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NUP37_PARPBP,True
chr12,C12orf73,TDG,ENSG00000204954.10,ENSG00000139372.15,103965708,103965822,114,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,C12orf73_TDG,True
chr12,GLT8D2,HCFC2,ENSG00000120820.12,ENSG00000111727.12,104064183,104064531,348,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GLT8D2_HCFC2,False
chr12,KCTD10,UBE3B,ENSG00000110906.13,ENSG00000151148.14,109477359,109477402,43,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,KCTD10_UBE3B,True
chr12,BRAP,ACAD10,ENSG00000089234.16,ENSG00000111271.14,111685956,111686056,100,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BRAP_ACAD10,True
chr12,TMEM116,ERP29,ENSG00000198270.13,ENSG00000089248.7,112013185,112013348,163,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMEM116_ERP29,True
chr12,DDX54,RITA1,ENSG00000123064.12,ENSG00000139405.16,113185479,113185526,47,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DDX54_RITA1,True
chr12,C12orf49,RNFT2,ENSG00000111412.6,ENSG00000135119.14,116738070,116738178,108,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,C12orf49_RNFT2,True
chr12,VSIG10,PEBP1,ENSG00000176834.14,ENSG00000089220.5,118136026,118136124,98,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,VSIG10_PEBP1,True
chr12,TRIAP1,GATC,ENSG00000170855.4,ENSG00000257218.6,120446384,120446444,60,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TRIAP1_GATC,True
chr12,SRSF9,DYNLL1,ENSG00000111786.9,ENSG00000088986.11,120469748,120469850,102,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SRSF9_DYNLL1,True
chr12,ANAPC5,RNF34,ENSG00000089053.13,ENSG00000170633.16,121399896,121400041,145,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ANAPC5_RNF34,True
chr12,RSRC2,KNTC1,ENSG00000111011.18,ENSG00000184445.12,122527000,122527246,246,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RSRC2_KNTC1,True
chr12,DDX51,NOC4L,ENSG00000185163.10,ENSG00000184967.7,132144319,132144457,138,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DDX51_NOC4L,True
chr12,POLE,PXMP2,ENSG00000177084.17,ENSG00000176894.10,132687376,132687587,211,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,POLE_PXMP2,False
chr12,ZNF891,ZNF10,ENSG00000214029.5,ENSG00000256223.6,133130473,133130575,102,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF891_ZNF10,True
chr13,SKA3,MRPL57,ENSG00000165480.16,ENSG00000173141.5,21176552,21176658,106,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SKA3_MRPL57,True
chr13,LNX2,POLR1D,ENSG00000139517.9,ENSG00000186184.18,27620529,27620742,213,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LNX2_POLR1D,True
chr13,HMGB1,USPL1,ENSG00000189403.15,ENSG00000132952.12,30617597,30617693,96,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HMGB1_USPL1,True
chr13,PROSER1,NHLRC3,ENSG00000120685.20,ENSG00000188811.14,39038089,39038306,217,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PROSER1_NHLRC3,True
chr13,ELF1,WBP4,ENSG00000120690.16,ENSG00000120688.9,41061440,41061509,69,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ELF1_WBP4,True
chr13,NUFIP1,GPALPP1,ENSG00000083635.8,ENSG00000133114.17,44989471,44989529,58,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NUFIP1_GPALPP1,True
chr13,LCP1,LRRC63,ENSG00000136167.14,ENSG00000173988.12,46211871,46211943,72,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LCP1_LRRC63,False
chr13,CAB39L,SETDB2,ENSG00000102547.19,ENSG00000136169.16,49444064,49444374,310,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CAB39L_SETDB2,True
chr13,ATP7B,ALG11,ENSG00000123191.14,ENSG00000253710.4,52012125,52012398,273,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATP7B_ALG11,True
chr13,MZT1,BORA,ENSG00000204899.6,ENSG00000136122.17,72727629,72727749,120,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MZT1_BORA,True
chr13,DIS3,PIBF1,ENSG00000083520.15,ENSG00000083535.16,72782096,72782133,37,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DIS3_PIBF1,True
chr13,COMMD6,UCHL3,ENSG00000188243.12,ENSG00000118939.17,75549439,75549480,41,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,COMMD6_UCHL3,True
chr13,POGLUT2,BIVM-ERCC5,ENSG00000134901.13,ENSG00000270181.3,102798976,102799110,134,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,POGLUT2_BIVM-ERCC5,False
chr13,LIG4,ABHD13,ENSG00000174405.13,ENSG00000139826.6,108218368,108218392,24,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LIG4_ABHD13,True
chr13,DCUN1D2,TMCO3,ENSG00000150401.15,ENSG00000150403.18,113490951,113491021,70,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DCUN1D2_TMCO3,True
chr14,OSGEP,APEX1,ENSG00000092094.11,ENSG00000100823.12,20455089,20455191,102,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,OSGEP_APEX1,True
chr14,SLC7A7,MRPL52,ENSG00000155465.18,ENSG00000172590.18,22829820,22829879,59,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SLC7A7_MRPL52,True
chr14,NEDD8,GMPR2,ENSG00000129559.13,ENSG00000100938.17,24232367,24232422,55,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NEDD8_GMPR2,True
chr14,DHRS1,NOP9,ENSG00000157379.14,ENSG00000196943.14,24299780,24299850,70,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DHRS1_NOP9,False
chr14,CIDEB,LTB4R,ENSG00000136305.11,ENSG00000213903.9,24311430,24311450,20,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CIDEB_LTB4R,False
chr14,PPP2R3C,AL121594.1,ENSG00000092020.10,ENSG00000258790.1,35122517,35122549,32,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PPP2R3C_AL121594.1,False
chr14,FKBP3,FANCM,ENSG00000100442.11,ENSG00000187790.11,45135319,45135930,611,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FKBP3_FANCM,True
chr14,RPL36AL,MGAT2,ENSG00000165502.7,ENSG00000168282.6,49620626,49620799,173,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RPL36AL_MGAT2,False
chr14,L2HGDH,DMAC2L,ENSG00000087299.12,ENSG00000125375.15,50312229,50312324,95,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,L2HGDH_DMAC2L,True
chr14,TXNDC16,GPR137C,ENSG00000087301.9,ENSG00000180998.12,52552522,52552836,314,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TXNDC16_GPR137C,False
chr14,WDHD1,SOCS4,ENSG00000198554.12,ENSG00000180008.9,55027105,55027230,125,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WDHD1_SOCS4,True
chr14,EXOC5,AP5M1,ENSG00000070367.16,ENSG00000053770.12,57268905,57268924,19,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EXOC5_AP5M1,True
chr14,ARMH4,ARID4A,ENSG00000139971.15,ENSG00000032219.19,58298139,58298504,365,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ARMH4_ARID4A,False
chr14,L3HYPDH,JKAMP,ENSG00000126790.12,ENSG00000050130.18,59484408,59484443,35,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,L3HYPDH_JKAMP,True
chr14,ATP6V1D,EIF2S1,ENSG00000100554.12,ENSG00000134001.13,67360265,67360328,63,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATP6V1D_EIF2S1,True
chr14,ALDH6A1,LIN52,ENSG00000119711.13,ENSG00000205659.10,74084492,74084796,304,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ALDH6A1_LIN52,True
chr14,ABCD4,VRTN,ENSG00000119688.21,ENSG00000133980.5,74303055,74303069,14,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ABCD4_VRTN,False
chr14,AREL1,FCF1,ENSG00000119682.17,ENSG00000119616.11,74713108,74713144,36,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AREL1_FCF1,True
chr14,ANGEL1,LRRC74A,ENSG00000013523.10,ENSG00000100565.15,76826246,76826372,126,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ANGEL1_LRRC74A,False
chr14,POMT2,GSTZ1,ENSG00000009830.11,ENSG00000100577.19,77320884,77320996,112,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,POMT2_GSTZ1,True
chr14,ALKBH1,SLIRP,ENSG00000100601.10,ENSG00000119705.9,77708023,77708071,48,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ALKBH1_SLIRP,True
chr14,EFCAB11,TDP1,ENSG00000140025.16,ENSG00000042088.14,89954777,89954939,162,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EFCAB11_TDP1,True
chr14,NDUFB1,CPSF2,ENSG00000183648.10,ENSG00000165934.13,92121917,92121969,52,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NDUFB1_CPSF2,True
chr14,MOAP1,TMEM251,ENSG00000165943.5,ENSG00000153485.5,93184923,93184951,28,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MOAP1_TMEM251,True
chr14,GON7,UBR7,ENSG00000170270.5,ENSG00000012963.15,93207065,93207241,176,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GON7_UBR7,True
chr14,BTBD7,UNC79,ENSG00000011114.15,ENSG00000133958.13,93333092,93333219,127,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BTBD7_UNC79,False
chr14,DDX24,IFI27L1,ENSG00000089737.17,ENSG00000165948.11,94081212,94081301,89,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DDX24_IFI27L1,False
chr14,ATG2B,GSKIP,ENSG00000066739.12,ENSG00000100744.15,96363341,96363452,111,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATG2B_GSKIP,True
chr14,SETD3,CCNK,ENSG00000183576.13,ENSG00000090061.17,99480889,99481169,280,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SETD3_CCNK,True
chr14,CINP,TECPR2,ENSG00000100865.15,ENSG00000196663.16,102362916,102362941,25,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CINP_TECPR2,True
chr14,BAG5,COA8,ENSG00000166170.9,ENSG00000256053.7,103562831,103562962,131,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BAG5_COA8,True
chr14,XRCC3,ZFYVE21,ENSG00000126215.14,ENSG00000100711.13,103715504,103715730,226,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,XRCC3_ZFYVE21,True
chr14,ATP5MPL,TDRD9,ENSG00000156411.9,ENSG00000156414.19,103928269,103928456,187,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATP5MPL_TDRD9,False
chr15,EMC7,PGBD4,ENSG00000134153.10,ENSG00000182405.6,34101862,34102083,221,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EMC7_PGBD4,True
chr15,NOP10,NUTM1,ENSG00000182117.5,ENSG00000184507.16,34343177,34343315,138,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NOP10_NUTM1,False
chr15,EXD1,CHP1,ENSG00000178997.11,ENSG00000187446.12,41230743,41230839,96,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EXD1_CHP1,False
chr15,ZNF106,SNAP23,ENSG00000103994.17,ENSG00000092531.10,42491141,42491233,92,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF106_SNAP23,True
chr15,LRRC57,HAUS2,ENSG00000180979.10,ENSG00000137814.11,42548802,42548828,26,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LRRC57_HAUS2,True
chr15,LCMT2,ADAL,ENSG00000168806.8,ENSG00000168803.15,43330582,43330657,75,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LCMT2_ADAL,True
chr15,TP53BP1,MAP1A,ENSG00000067369.13,ENSG00000166963.13,43510728,43510958,230,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TP53BP1_MAP1A,True
chr15,PATL2,B2M,ENSG00000229474.6,ENSG00000166710.20,44711316,44711487,171,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PATL2_B2M,False
chr15,GATM,SPATA5L1,ENSG00000171766.16,ENSG00000171763.19,45402327,45402336,9,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GATM_SPATA5L1,True
chr15,MYEF2,SLC12A1,ENSG00000104177.18,ENSG00000074803.19,48178353,48178438,85,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MYEF2_SLC12A1,False
chr15,FAM227B,DTWD1,ENSG00000166262.16,ENSG00000104047.15,49620929,49621037,108,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FAM227B_DTWD1,False
chr15,LYSMD2,TMOD2,ENSG00000140280.14,ENSG00000128872.10,51751585,51751597,12,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LYSMD2_TMOD2,False
chr15,RFX7,TEX9,ENSG00000181827.14,ENSG00000151575.14,56243266,56244009,743,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RFX7_TEX9,False
chr15,AC090517.4,TCF12,ENSG00000285253.1,ENSG00000140262.17,56918571,56918623,52,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AC090517.4_TCF12,False
chr15,CIAO2A,SNX1,ENSG00000166797.11,ENSG00000028528.15,64093857,64094123,266,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CIAO2A_SNX1,True
chr15,PCLAF,TRIP4,ENSG00000166803.13,ENSG00000103671.10,64387687,64387748,61,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PCLAF_TRIP4,True
chr15,RASL12,KBTBD13,ENSG00000103710.11,ENSG00000234438.4,65076690,65076816,126,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RASL12_KBTBD13,False
chr15,INTS14,SLC24A1,ENSG00000138614.15,ENSG00000074621.14,65611289,65611366,77,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,INTS14_SLC24A1,True
chr15,TIPIN,MAP2K1,ENSG00000075131.10,ENSG00000169032.9,66386746,66386817,71,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TIPIN_MAP2K1,True
chr15,STOML1,PML,ENSG00000067221.14,ENSG00000140464.20,73994622,73994673,51,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,STOML1_PML,False
chr15,NRG4,TMEM266,ENSG00000169752.17,ENSG00000169758.13,76059795,76059958,163,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NRG4_TMEM266,False
chr15,PEAK1,HMG20A,ENSG00000173517.10,ENSG00000140382.15,77420144,77420412,268,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PEAK1_HMG20A,True
chr15,TBC1D2B,SH2D7,ENSG00000167202.11,ENSG00000183476.12,78077724,78077808,84,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TBC1D2B_SH2D7,False
chr15,EFL1,SAXO2,ENSG00000140598.15,ENSG00000188659.9,82262734,82262810,76,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EFL1_SAXO2,False
chr15,HOMER2,RAMAC,ENSG00000103942.13,ENSG00000169612.4,82986153,82986210,57,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HOMER2_RAMAC,True
chr15,MRPL46,MRPS11,ENSG00000259494.2,ENSG00000181991.16,88467390,88467453,63,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MRPL46_MRPS11,True
chr15,PEX11A,WDR93,ENSG00000166821.9,ENSG00000140527.15,89690783,89690811,28,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PEX11A_WDR93,False
chr15,CIB1,AC091167.7,ENSG00000185043.12,ENSG00000284626.1,90234047,90234200,153,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CIB1_AC091167.7,False
chr15,TTC23,LRRC28,ENSG00000103852.13,ENSG00000168904.15,99251223,99251362,139,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TTC23_LRRC28,True
chr16,RHBDF1,MPG,ENSG00000007384.15,ENSG00000103152.11,76355,77007,652,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RHBDF1_MPG,True
chr16,METTL26,MCRIP2,ENSG00000130731.16,ENSG00000172366.20,636366,636817,451,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,METTL26_MCRIP2,True
chr16,TSR3,GNPTG,ENSG00000007520.4,ENSG00000090581.10,1351878,1351931,53,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TSR3_GNPTG,True
chr16,IFT140,CRAMP1,ENSG00000187535.14,ENSG00000007545.15,1612072,1612325,253,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,IFT140_CRAMP1,True
chr16,NOXO1,GFER,ENSG00000196408.11,ENSG00000127554.13,1984192,1984193,1,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NOXO1_GFER,False
chr16,ZNF598,NPW,ENSG00000167962.14,ENSG00000183971.8,2009821,2009926,105,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF598_NPW,False
chr16,NTHL1,TSC2,ENSG00000065057.9,ENSG00000103197.18,2047866,2047967,101,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NTHL1_TSC2,True
chr16,ZSCAN32,ZNF174,ENSG00000140987.20,ENSG00000103343.13,3401065,3401215,150,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZSCAN32_ZNF174,True
chr16,ZNF597,NAA60,ENSG00000167981.7,ENSG00000122390.19,3443504,3443649,145,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF597_NAA60,False
chr16,SLX4,DNASE1,ENSG00000188827.11,ENSG00000213918.10,3611606,3611728,122,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SLX4_DNASE1,True
chr16,CORO7,DNAJA3,ENSG00000262246.6,ENSG00000103423.14,4425705,4425805,100,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CORO7_DNAJA3,False
chr16,NPIPB2,SNX29,ENSG00000234719.9,ENSG00000048471.14,11976643,11976734,91,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NPIPB2_SNX29,False
chr16,PARN,BFAR,ENSG00000140694.17,ENSG00000103429.11,14632728,14632931,203,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PARN_BFAR,True
chr16,MARF1,NDE1,ENSG00000166783.22,ENSG00000072864.15,15643154,15643267,113,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MARF1_NDE1,True
chr16,PALB2,DCTN5,ENSG00000083093.9,ENSG00000166847.10,23641310,23641466,156,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PALB2_DCTN5,True
chr16,GTF3C1,KIAA0556,ENSG00000077235.18,ENSG00000047578.13,27549913,27550133,220,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GTF3C1_KIAA0556,True
chr16,TUFM,SH2B1,ENSG00000178952.11,ENSG00000178188.14,28846348,28846600,252,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TUFM_SH2B1,True
chr16,SEZ6L2,ASPHD1,ENSG00000174938.14,ENSG00000174939.11,29899547,29900375,828,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SEZ6L2_ASPHD1,True
chr16,DOC2A,C16orf92,ENSG00000149927.18,ENSG00000167194.7,30023270,30023334,64,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DOC2A_C16orf92,False
chr16,TLCD3B,AC093512.2,ENSG00000149926.13,ENSG00000285043.1,30052978,30053090,112,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TLCD3B_AC093512.2,False
